Datum,Standort,Kurzbezeichnung,Parameter,Parametergruppe,Einheit,Bestimmungsgrenze_Nachweisgrenze,Messwert,Richtwert,Höchstwert
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,pH,"pH, Leitfähigkeit, Härten und Kalk-Kohlensäure Gleichgewicht",,,7.81,,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,pH im Gleichgewicht,"pH, Leitfähigkeit, Härten und Kalk-Kohlensäure Gleichgewicht",,,7.63,,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,Sättigungsindex,"pH, Leitfähigkeit, Härten und Kalk-Kohlensäure Gleichgewicht",,,0.18,,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,DOC (organischer Kohlenstoff gelöst),Summenparameter,mg/L,0.09,0.21,2,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,UV-Extinktion 254 nm,Summenparameter,Ext./m,0.1,0.4,,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,Bromdichlormethan,Trihalomethane (THM),ng/L,20,68,,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,Bromoform,Trihalomethane (THM),ng/L,50,NA,,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,Chloroform,Trihalomethane (THM),ng/L,20,894,,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,Dibromchlormethan,Trihalomethane (THM),ng/L,20,NA,,
2023-01-16,"Grundwasserwerk Hardhof, Reinwasser",W0305,Summe THM,Trihalomethane (THM),ng/L,80,962,,50000
2023-01-17,"Seewasserwerk Lengg, Langsamfiltrat",W0208,Chlorophyta,Biologische Parameter,µg/L,1,NA,,
2023-01-17,"Seewasserwerk Lengg, Langsamfiltrat",W0208,Chrysophyta,Biologische Parameter,µg/L,1,NA,,
2023-01-17,"Seewasserwerk Lengg, Langsamfiltrat",W0208,Crypto-/Dinogruppe,Biologische Parameter,µg/L,1,NA,,
2023-01-17,"Seewasserwerk Lengg, Langsamfiltrat",W0208,Cyanobakterien,Biologische Parameter,µg/L,1,NA,,
2023-01-17,"Seewasserwerk Lengg, Langsamfiltrat",W0208,Euglenophyta,Biologische Parameter,µg/L,1,NA,,
2023-01-17,"Seewasserwerk Lengg, Langsamfiltrat",W0208,Phytoplankton,Biologische Parameter,µg/L,1,NA,,
2023-01-17,"Seewasserwerk Lengg, Langsamfiltrat",W0208,Phytoplankton <2µm,Biologische Parameter,Anzahl/mL,1,NA,,
2023-01-17,"Seewasserwerk Lengg, Langsamfiltrat",W0208,Phytoplankton >20µm,Biologische Parameter,Anzahl/mL,1,NA,,
2023-01-17,"Seewasserwerk Lengg, Langsamfiltrat",W0208,Phytoplankton 2-20µm,Biologische Parameter,Anzahl/mL,1,8,,
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,Ammonium,Allgemeine chemische Parameter,µg/L,3,9,,100
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,Bromat,Allgemeine chemische Parameter,µg/L,0.1,1.9,,10
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,Bromid,Allgemeine chemische Parameter,µg/L,2,13,,
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,Chlorid,Allgemeine chemische Parameter,mg/L,0.2,6,,
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,Fluorid,Allgemeine chemische Parameter,mg/L,0.003,0.066,,1.5
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,Kieselsäure als Siliziumdioxid,Allgemeine chemische Parameter,mg/L,0.2,3.6,,
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,Nitrat,Allgemeine chemische Parameter,mg/L,0.2,3,,40
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,Nitrit,Allgemeine chemische Parameter,µg/L,1,NA,,100
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,Phosphat-Phosphor,Allgemeine chemische Parameter,µg/L,2,3,,
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,Sauerstoff,Allgemeine chemische Parameter,mg/L,0.2,13.49,,
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,Sauerstoffsättigung,Allgemeine chemische Parameter,%,,119,,
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,Sulfat,Allgemeine chemische Parameter,mg/L,0.2,13.7,,
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,Temperatur,Allgemeine Parameter,°C,,7.4,,
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,Benzol,Benzinzusatzstoffe,ng/L,20,NA,,1000
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,ETBE,Benzinzusatzstoffe,ng/L,20,NA,,5000
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,Ethylbenzol,Benzinzusatzstoffe,ng/L,20,NA,,
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,m/p-Xylol,Benzinzusatzstoffe,ng/L,40,NA,,
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,MTBE,Benzinzusatzstoffe,ng/L,20,NA,,5000
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,o-Xylol,Benzinzusatzstoffe,ng/L,20,NA,,
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,Summe Aliphaten C5-C10,Benzinzusatzstoffe,ng/L,300,NA,,
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,Summe BTEX,Benzinzusatzstoffe,ng/L,120,NA,,3000
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,TAME,Benzinzusatzstoffe,ng/L,20,NA,,
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,Toluol,Benzinzusatzstoffe,ng/L,20,NA,,
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,"[D-Asp3, E-Dhb7]-MC-RR gebunden",Biologische Parameter,ng/L,20,NA,,
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,"[D-Asp3, E-Dhb7]-MC-RR gelöst",Biologische Parameter,ng/L,10,NA,,
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,Microcystin LR gebunden,Biologische Parameter,ng/L,20,NA,,
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,Microcystin LR gelöst,Biologische Parameter,ng/L,10,NA,,
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,Microcystin RR gebunden,Biologische Parameter,ng/L,20,NA,,
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,Microcystin RR gelöst,Biologische Parameter,ng/L,10,NA,,
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,Microcystin YR gebunden,Biologische Parameter,ng/L,20,NA,,
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,Microcystin YR gelöst,Biologische Parameter,ng/L,10,NA,,
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,"1,3-PDTA",Komplexbildner,µg/L,0.5,NA,,
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,DTPA,Komplexbildner,µg/L,0.7,NA,,
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,EDTA,Komplexbildner,µg/L,0.2,NA,,200
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,NTA,Komplexbildner,µg/L,0.5,NA,,200
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,β-ADA,Komplexbildner,µg/L,0.5,NA,,
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,ASA (Amidosulfonsäure),"Künstliche Süssstoffe, Industriechemikalien und anderes",µg/L,1,14.69,,
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,"1,1,1-Trichlorethan",Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,20,NA,,
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,"1,1-Dichlorethylen",Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,20,NA,,
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,"1,2-Dichlorethan",Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,20,NA,,3000
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,"cis-1,2-Dichlorethylen",Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,20,NA,,
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,Dichlormethan,Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,20,NA,,20000
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,Perchlorethylen,Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,20,NA,,10000
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,Summe FHKW (incl. THM),Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,280,NA,,10000
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,Tetrachlorkohlenstoff,Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,20,NA,,2000
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,"trans-1,2-Dichlorethen",Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,20,NA,,
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,Trichlorethylen,Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,20,NA,,10000
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,Vinylchlorid,Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,20,NA,,500
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,Kalium,Metalle und weitere Elemente,mg/L,0.2,1.1,,
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,Natrium,Metalle und weitere Elemente,mg/L,0.7,8.4,,200
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,aggressive Kohlensäure,"pH, Leitfähigkeit, Härten und Kalk-Kohlensäure Gleichgewicht",mg/L,,-1.4,,
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,Calciumhärte,"pH, Leitfähigkeit, Härten und Kalk-Kohlensäure Gleichgewicht",mmol/L,0.49,1.14,,
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,freie Kohlensäure,"pH, Leitfähigkeit, Härten und Kalk-Kohlensäure Gleichgewicht",mg/L,,3.2,,
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,Gesamthärte,"pH, Leitfähigkeit, Härten und Kalk-Kohlensäure Gleichgewicht",mmol/L,0.49,1.38,,
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,Hydrogenkarbonat,"pH, Leitfähigkeit, Härten und Kalk-Kohlensäure Gleichgewicht",mmol/L,,2.57,,
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,Karbonathärte,"pH, Leitfähigkeit, Härten und Kalk-Kohlensäure Gleichgewicht",mmol/L,0.15,1.29,,
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,Kohlensäure im Gleichgewicht,"pH, Leitfähigkeit, Härten und Kalk-Kohlensäure Gleichgewicht",mg/L,,4.6,,
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,Leitfähigkeit bei 20 °C,"pH, Leitfähigkeit, Härten und Kalk-Kohlensäure Gleichgewicht",µS/cm,28,271,,
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,Magnesiumhärte,"pH, Leitfähigkeit, Härten und Kalk-Kohlensäure Gleichgewicht",mmol/L,0.09,0.24,,
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,pH,"pH, Leitfähigkeit, Härten und Kalk-Kohlensäure Gleichgewicht",,,8.01,,
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,pH im Gleichgewicht,"pH, Leitfähigkeit, Härten und Kalk-Kohlensäure Gleichgewicht",,,7.85,,
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,Sättigungsindex,"pH, Leitfähigkeit, Härten und Kalk-Kohlensäure Gleichgewicht",,,0.16,,
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,DOC (organischer Kohlenstoff gelöst),Summenparameter,mg/L,0.09,0.73,2,
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,UV-Extinktion 254 nm,Summenparameter,Ext./m,0.1,1,,
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,Bromdichlormethan,Trihalomethane (THM),ng/L,20,NA,,
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,Bromoform,Trihalomethane (THM),ng/L,50,NA,,
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,Chloroform,Trihalomethane (THM),ng/L,20,NA,,
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,Dibromchlormethan,Trihalomethane (THM),ng/L,20,NA,,
2023-01-17,"Seewasserwerk Lengg, Reinwasser",W0215/01,Summe THM,Trihalomethane (THM),ng/L,80,NA,,50000
2023-01-18,"Seewasserwerk Moos, Langsamfiltrat",W0108,Chlorophyta,Biologische Parameter,µg/L,1,NA,,
2023-01-18,"Seewasserwerk Moos, Langsamfiltrat",W0108,Chrysophyta,Biologische Parameter,µg/L,1,NA,,
2023-01-18,"Seewasserwerk Moos, Langsamfiltrat",W0108,Crypto-/Dinogruppe,Biologische Parameter,µg/L,1,NA,,
2023-01-18,"Seewasserwerk Moos, Langsamfiltrat",W0108,Cyanobakterien,Biologische Parameter,µg/L,1,NA,,
2023-01-18,"Seewasserwerk Moos, Langsamfiltrat",W0108,Euglenophyta,Biologische Parameter,µg/L,1,NA,,
2023-01-18,"Seewasserwerk Moos, Langsamfiltrat",W0108,Phytoplankton,Biologische Parameter,µg/L,1,NA,,
2023-01-18,"Seewasserwerk Moos, Langsamfiltrat",W0108,Phytoplankton <2µm,Biologische Parameter,Anzahl/mL,1,NA,,
2023-01-18,"Seewasserwerk Moos, Langsamfiltrat",W0108,Phytoplankton >20µm,Biologische Parameter,Anzahl/mL,1,NA,,
2023-01-18,"Seewasserwerk Moos, Langsamfiltrat",W0108,Phytoplankton 2-20µm,Biologische Parameter,Anzahl/mL,1,12,,
2023-01-18,"Seewasserwerk Moos, Reinwasser",W0115/01,Ammonium,Allgemeine chemische Parameter,µg/L,3,6,,100
2023-01-18,"Seewasserwerk Moos, Reinwasser",W0115/01,Chlorat,Allgemeine chemische Parameter,mg/L,0.006,0.104,,0.2
2023-01-18,"Seewasserwerk Moos, Reinwasser",W0115/01,Chlorid,Allgemeine chemische Parameter,mg/L,0.2,7.2,,
2023-01-18,"Seewasserwerk Moos, Reinwasser",W0115/01,Chlorit,Allgemeine chemische Parameter,mg/L,0.006,NA,,0.2
2023-01-18,"Seewasserwerk Moos, Reinwasser",W0115/01,Fluorid,Allgemeine chemische Parameter,mg/L,0.003,0.064,,1.5
2023-01-18,"Seewasserwerk Moos, Reinwasser",W0115/01,Kieselsäure als Siliziumdioxid,Allgemeine chemische Parameter,mg/L,0.2,4.8,,
2023-01-18,"Seewasserwerk Moos, Reinwasser",W0115/01,Nitrat,Allgemeine chemische Parameter,mg/L,0.2,5,,40
2023-01-18,"Seewasserwerk Moos, Reinwasser",W0115/01,Nitrit,Allgemeine chemische Parameter,µg/L,1,NA,,100
2023-01-18,"Seewasserwerk Moos, Reinwasser",W0115/01,Phosphat-Phosphor,Allgemeine chemische Parameter,µg/L,2,3,,
2023-01-18,"Seewasserwerk Moos, Reinwasser",W0115/01,Sauerstoff,Allgemeine chemische Parameter,mg/L,0.2,10.47,,
2023-01-18,"Seewasserwerk Moos, Reinwasser",W0115/01,Sauerstoffsättigung,Allgemeine chemische Parameter,%,,93,,
2023-01-18,"Seewasserwerk Moos, Reinwasser",W0115/01,Sulfat,Allgemeine chemische Parameter,mg/L,0.2,12.8,,
2023-01-18,"Seewasserwerk Moos, Reinwasser",W0115/01,Temperatur,Allgemeine Parameter,°C,,7.6,,
2023-01-18,"Seewasserwerk Moos, Reinwasser",W0115/01,Benzol,Benzinzusatzstoffe,ng/L,20,NA,,1000
2023-01-18,"Seewasserwerk Moos, Reinwasser",W0115/01,ETBE,Benzinzusatzstoffe,ng/L,20,NA,,5000
2023-01-18,"Seewasserwerk Moos, Reinwasser",W0115/01,Ethylbenzol,Benzinzusatzstoffe,ng/L,20,NA,,
2023-01-18,"Seewasserwerk Moos, Reinwasser",W0115/01,m/p-Xylol,Benzinzusatzstoffe,ng/L,40,NA,,
2023-01-18,"Seewasserwerk Moos, Reinwasser",W0115/01,MTBE,Benzinzusatzstoffe,ng/L,20,NA,,5000
2023-01-18,"Seewasserwerk Moos, Reinwasser",W0115/01,o-Xylol,Benzinzusatzstoffe,ng/L,20,NA,,
2023-01-18,"Seewasserwerk Moos, Reinwasser",W0115/01,Summe Aliphaten C5-C10,Benzinzusatzstoffe,ng/L,300,NA,,
2023-01-18,"Seewasserwerk Moos, Reinwasser",W0115/01,Summe BTEX,Benzinzusatzstoffe,ng/L,120,NA,,3000
2023-01-18,"Seewasserwerk Moos, Reinwasser",W0115/01,TAME,Benzinzusatzstoffe,ng/L,20,NA,,
2023-01-18,"Seewasserwerk Moos, Reinwasser",W0115/01,Toluol,Benzinzusatzstoffe,ng/L,20,NA,,
2023-01-18,"Seewasserwerk Moos, Reinwasser",W0115/01,"[D-Asp3, E-Dhb7]-MC-RR gebunden",Biologische Parameter,ng/L,20,NA,,
2023-01-18,"Seewasserwerk Moos, Reinwasser",W0115/01,"[D-Asp3, E-Dhb7]-MC-RR gelöst",Biologische Parameter,ng/L,10,NA,,
2023-01-18,"Seewasserwerk Moos, Reinwasser",W0115/01,Microcystin LR gebunden,Biologische Parameter,ng/L,20,NA,,
2023-01-18,"Seewasserwerk Moos, Reinwasser",W0115/01,Microcystin LR gelöst,Biologische Parameter,ng/L,10,NA,,
2023-01-18,"Seewasserwerk Moos, Reinwasser",W0115/01,Microcystin RR gebunden,Biologische Parameter,ng/L,20,NA,,
2023-01-18,"Seewasserwerk Moos, Reinwasser",W0115/01,Microcystin RR gelöst,Biologische Parameter,ng/L,10,NA,,
2023-01-18,"Seewasserwerk Moos, Reinwasser",W0115/01,Microcystin YR gebunden,Biologische Parameter,ng/L,20,NA,,
2023-01-18,"Seewasserwerk Moos, Reinwasser",W0115/01,Microcystin YR gelöst,Biologische Parameter,ng/L,10,NA,,
2023-01-18,"Seewasserwerk Moos, Reinwasser",W0115/01,"1,3-PDTA",Komplexbildner,µg/L,0.5,NA,,
2023-01-18,"Seewasserwerk Moos, Reinwasser",W0115/01,DTPA,Komplexbildner,µg/L,0.7,NA,,
2023-01-18,"Seewasserwerk Moos, Reinwasser",W0115/01,EDTA,Komplexbildner,µg/L,0.2,0.3,,200
2023-01-18,"Seewasserwerk Moos, Reinwasser",W0115/01,NTA,Komplexbildner,µg/L,0.5,NA,,200
2023-01-18,"Seewasserwerk Moos, Reinwasser",W0115/01,β-ADA,Komplexbildner,µg/L,0.5,NA,,
2023-01-18,"Seewasserwerk Moos, Reinwasser",W0115/01,ASA (Amidosulfonsäure),"Künstliche Süssstoffe, Industriechemikalien und anderes",µg/L,1,11.56,,
2023-01-18,"Seewasserwerk Moos, Reinwasser",W0115/01,"1,1,1-Trichlorethan",Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,20,NA,,
2023-01-18,"Seewasserwerk Moos, Reinwasser",W0115/01,"1,1-Dichlorethylen",Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,20,NA,,
2023-01-18,"Seewasserwerk Moos, Reinwasser",W0115/01,"1,2-Dichlorethan",Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,20,NA,,3000
2023-01-18,"Seewasserwerk Moos, Reinwasser",W0115/01,"cis-1,2-Dichlorethylen",Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,20,NA,,
2023-01-18,"Seewasserwerk Moos, Reinwasser",W0115/01,Dichlormethan,Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,20,21,,20000
2023-01-18,"Seewasserwerk Moos, Reinwasser",W0115/01,Perchlorethylen,Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,20,NA,,10000
2023-01-18,"Seewasserwerk Moos, Reinwasser",W0115/01,Summe FHKW (incl. THM),Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,280,1767,,10000
2023-01-18,"Seewasserwerk Moos, Reinwasser",W0115/01,Tetrachlorkohlenstoff,Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,20,NA,,2000
2023-01-18,"Seewasserwerk Moos, Reinwasser",W0115/01,"trans-1,2-Dichlorethen",Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,20,NA,,
2023-01-18,"Seewasserwerk Moos, Reinwasser",W0115/01,Trichlorethylen,Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,20,NA,,10000
2023-01-18,"Seewasserwerk Moos, Reinwasser",W0115/01,Vinylchlorid,Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,20,NA,,500
2023-01-18,"Seewasserwerk Moos, Reinwasser",W0115/01,Aluminium,Metalle und weitere Elemente,µg/L,5,23,,200
2023-01-18,"Seewasserwerk Moos, Reinwasser",W0115/01,Kalium,Metalle und weitere Elemente,mg/L,0.2,1.1,,
2023-01-18,"Seewasserwerk Moos, Reinwasser",W0115/01,Natrium,Metalle und weitere Elemente,mg/L,0.7,7.2,,200
2023-01-18,"Seewasserwerk Moos, Reinwasser",W0115/01,aggressive Kohlensäure,"pH, Leitfähigkeit, Härten und Kalk-Kohlensäure Gleichgewicht",mg/L,,-2.5,,
2023-01-18,"Seewasserwerk Moos, Reinwasser",W0115/01,Calciumhärte,"pH, Leitfähigkeit, Härten und Kalk-Kohlensäure Gleichgewicht",mmol/L,0.49,1.4,,
2023-01-18,"Seewasserwerk Moos, Reinwasser",W0115/01,freie Kohlensäure,"pH, Leitfähigkeit, Härten und Kalk-Kohlensäure Gleichgewicht",mg/L,,6,,
2023-01-18,"Seewasserwerk Moos, Reinwasser",W0115/01,Gesamthärte,"pH, Leitfähigkeit, Härten und Kalk-Kohlensäure Gleichgewicht",mmol/L,0.49,1.76,,
2023-01-18,"Seewasserwerk Moos, Reinwasser",W0115/01,Hydrogenkarbonat,"pH, Leitfähigkeit, Härten und Kalk-Kohlensäure Gleichgewicht",mmol/L,,3.25,,
2023-01-18,"Seewasserwerk Moos, Reinwasser",W0115/01,Karbonathärte,"pH, Leitfähigkeit, Härten und Kalk-Kohlensäure Gleichgewicht",mmol/L,0.15,1.62,,
2023-01-18,"Seewasserwerk Moos, Reinwasser",W0115/01,Kohlensäure im Gleichgewicht,"pH, Leitfähigkeit, Härten und Kalk-Kohlensäure Gleichgewicht",mg/L,,8.6,,
2023-01-18,"Seewasserwerk Moos, Reinwasser",W0115/01,Leitfähigkeit bei 20 °C,"pH, Leitfähigkeit, Härten und Kalk-Kohlensäure Gleichgewicht",µS/cm,28,328,,
2023-01-18,"Seewasserwerk Moos, Reinwasser",W0115/01,Magnesiumhärte,"pH, Leitfähigkeit, Härten und Kalk-Kohlensäure Gleichgewicht",mmol/L,0.09,0.36,,
2023-01-18,"Seewasserwerk Moos, Reinwasser",W0115/01,pH,"pH, Leitfähigkeit, Härten und Kalk-Kohlensäure Gleichgewicht",,,7.83,,
2023-01-18,"Seewasserwerk Moos, Reinwasser",W0115/01,pH im Gleichgewicht,"pH, Leitfähigkeit, Härten und Kalk-Kohlensäure Gleichgewicht",,,7.68,,
2023-01-18,"Seewasserwerk Moos, Reinwasser",W0115/01,Sättigungsindex,"pH, Leitfähigkeit, Härten und Kalk-Kohlensäure Gleichgewicht",,,0.15,,
2023-01-18,"Seewasserwerk Moos, Reinwasser",W0115/01,DOC (organischer Kohlenstoff gelöst),Summenparameter,mg/L,0.09,0.58,2,
2023-01-18,"Seewasserwerk Moos, Reinwasser",W0115/01,UV-Extinktion 254 nm,Summenparameter,Ext./m,0.1,1,,
2023-01-18,"Seewasserwerk Moos, Reinwasser",W0115/01,Bromdichlormethan,Trihalomethane (THM),ng/L,20,338,,
2023-01-18,"Seewasserwerk Moos, Reinwasser",W0115/01,Bromoform,Trihalomethane (THM),ng/L,50,NA,,
2023-01-18,"Seewasserwerk Moos, Reinwasser",W0115/01,Chloroform,Trihalomethane (THM),ng/L,20,1309,,
2023-01-18,"Seewasserwerk Moos, Reinwasser",W0115/01,Dibromchlormethan,Trihalomethane (THM),ng/L,20,100,,
2023-01-18,"Seewasserwerk Moos, Reinwasser",W0115/01,Summe THM,Trihalomethane (THM),ng/L,80,1746,,50000
2023-01-20,"Seewasserwerk Moos, Reinwasser",W0115/03,Temperatur,Allgemeine Parameter,°C,,8.4,,
2023-01-20,"Seewasserwerk Moos, Reinwasser",W0115/03,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,1,,300
2023-01-20,"Seewasserwerk Moos, Reinwasser",W0115/03,E. coli,Biologische Parameter,KbE/100 mL,1,NA,,0
2023-01-20,"Seewasserwerk Moos, Reinwasser",W0115/03,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,,0
2023-01-20,"Seewasserwerk Moos, Reinwasser",W0115/04,Temperatur,Allgemeine Parameter,°C,,8.4,,
2023-01-20,"Seewasserwerk Moos, Reinwasser",W0115/04,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,2,,300
2023-01-20,"Seewasserwerk Moos, Reinwasser",W0115/04,E. coli,Biologische Parameter,KbE/100 mL,1,NA,,0
2023-01-20,"Seewasserwerk Moos, Reinwasser",W0115/04,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,,0
2023-01-20,"Seewasserwerk Lengg, Reinwasser",W0215/03,Temperatur,Allgemeine Parameter,°C,,6.8,,
2023-01-20,"Seewasserwerk Lengg, Reinwasser",W0215/03,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,5,,300
2023-01-20,"Seewasserwerk Lengg, Reinwasser",W0215/03,E. coli,Biologische Parameter,KbE/100 mL,1,NA,,0
2023-01-20,"Seewasserwerk Lengg, Reinwasser",W0215/03,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,,0
2023-01-20,"Seewasserwerk Lengg, Reinwasser",W0215/04,Temperatur,Allgemeine Parameter,°C,,6.8,,
2023-01-20,"Seewasserwerk Lengg, Reinwasser",W0215/04,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,1,,300
2023-01-20,"Seewasserwerk Lengg, Reinwasser",W0215/04,E. coli,Biologische Parameter,KbE/100 mL,1,NA,,0
2023-01-20,"Seewasserwerk Lengg, Reinwasser",W0215/04,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,,0
2023-01-20,"Grundwasserwerk Hardhof, Reinwasser",W0305,Temperatur,Allgemeine Parameter,°C,,14.7,,
2023-01-20,"Grundwasserwerk Hardhof, Reinwasser",W0305,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,1,,300
2023-01-20,"Grundwasserwerk Hardhof, Reinwasser",W0305,E. coli,Biologische Parameter,KbE/100 mL,1,NA,,0
2023-01-20,"Grundwasserwerk Hardhof, Reinwasser",W0305,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,,0
