Datum,Standort,Kurzbezeichnung,Parameter,Parametergruppe,Einheit,Bestimmungsgrenze_Nachweisgrenze,Messwert,Richtwert,Höchstwert,CleanedName,lat,lon
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Microcystin RR gebunden,Biologische Parameter,ng/L,20.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Microcystin RR gelöst,Biologische Parameter,ng/L,10.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Microcystin YR gebunden,Biologische Parameter,ng/L,20.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Microcystin YR gelöst,Biologische Parameter,ng/L,10.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Phytoplankton,Biologische Parameter,μg/L,1.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Phytoplankton <2µm,Biologische Parameter,Anzahl/mL,1.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Phytoplankton >20µm,Biologische Parameter,Anzahl/mL,1.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Phytoplankton 2-20µm,Biologische Parameter,Anzahl/mL,1.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Acesulfam,"Künstliche Süssstoffe, Industriechemikalien und anderes",ng/L,10.0,25.0,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Benzotriazol,"Künstliche Süssstoffe, Industriechemikalien und anderes",ng/L,20.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Cyclamat,"Künstliche Süssstoffe, Industriechemikalien und anderes",ng/L,50.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Neotam,"Künstliche Süssstoffe, Industriechemikalien und anderes",ng/L,10.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Sucralose,"Künstliche Süssstoffe, Industriechemikalien und anderes",ng/L,50.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Tolyltriazol,"Künstliche Süssstoffe, Industriechemikalien und anderes",ng/L,10.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,"1,1,1-Trichlorethan",Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,20.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,"1,1-Dichlorethylen",Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,20.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,"1,2-Dichlorethan",Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,20.0,,,3000.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,"cis-1,2-Dichlorethylen",Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,20.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Dichlormethan,Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,20.0,,,20000.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Perchlorethylen,Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,20.0,316.0,,10000.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Summe FHKW (incl. THM),Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,280.0,1246.0,,10000.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Tetrachlorkohlenstoff,Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,20.0,,,2000.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,"trans-1,2-Dichlorethen",Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,20.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Trichlorethylen,Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,20.0,27.0,,10000.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Vinylchlorid,Leichtflüchtige halogenierte Kohlenwasserstoffe (FHKW),ng/L,20.0,,,500.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Aluminium,Metalle und weitere Elemente,µg/L,5.0,,,200.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Antimon,Metalle und weitere Elemente,µg/L,0.5,,,5.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Arsen,Metalle und weitere Elemente,µg/L,0.5,0.6,,10.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Barium,Metalle und weitere Elemente,µg/L,5.0,53.0,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Beryllium,Metalle und weitere Elemente,µg/L,0.5,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Bismut,Metalle und weitere Elemente,µg/L,1.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Blei,Metalle und weitere Elemente,µg/L,0.5,,,10.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Bor,Metalle und weitere Elemente,µg/L,5.0,11.0,,1000.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Cadmium,Metalle und weitere Elemente,µg/L,0.05,,,3.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Cer,Metalle und weitere Elemente,µg/L,0.5,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Chrom,Metalle und weitere Elemente,µg/L,0.05,0.21,,50.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Cobalt,Metalle und weitere Elemente,µg/L,0.5,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Eisen,Metalle und weitere Elemente,µg/L,5.0,,,200.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Kalium,Metalle und weitere Elemente,mg/L,0.2,1.4,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Kupfer,Metalle und weitere Elemente,µg/L,0.5,,,1000.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Lanthan,Metalle und weitere Elemente,µg/L,0.5,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Lithium,Metalle und weitere Elemente,µg/L,1.0,2.2,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Mangan,Metalle und weitere Elemente,µg/L,0.5,,,50.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Molybdän,Metalle und weitere Elemente,µg/L,0.5,0.5,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Natrium,Metalle und weitere Elemente,mg/L,0.7,6.5,,200.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Nickel,Metalle und weitere Elemente,µg/L,0.5,,,20.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Quecksilber,Metalle und weitere Elemente,µg/L,0.009,,,1.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Selen,Metalle und weitere Elemente,µg/L,1.0,,,10.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Silber,Metalle und weitere Elemente,µg/L,0.5,,,100.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Strontium,Metalle und weitere Elemente,mg/L,0.2,0.3,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Thallium,Metalle und weitere Elemente,µg/L,0.5,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Titan,Metalle und weitere Elemente,µg/L,5.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Uran,Metalle und weitere Elemente,µg/L,0.5,0.5,,30.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Vanadium,Metalle und weitere Elemente,µg/L,0.5,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Zink,Metalle und weitere Elemente,µg/L,5.0,,,5000.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Zinn,Metalle und weitere Elemente,µg/L,1.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,NDEA (N-Nitrosodiethylamin),Nitrosamine,ng/L,6.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,NDPA (N-Nitrosodipropylamin),Nitrosamine,ng/L,2.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,NMEA (N-Nitrosomethylethylamin),Nitrosamine,ng/L,2.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,NMOR (N-Nitrosomorpholin),Nitrosamine,ng/L,2.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,NPIP (N-Nitrosopiperidin),Nitrosamine,ng/L,2.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,NPYR (N-Nitrosopyrrolidin),Nitrosamine,ng/L,2.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,PFBA (Perfluorbutansäure),Per- und polyfluorierte Alkylverbindungen (PFAS),ng/L,10.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,PFBS (Perfluorbutansulfonsäure),Per- und polyfluorierte Alkylverbindungen (PFAS),ng/L,2.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,PFDA (Perfluordecansäure),Per- und polyfluorierte Alkylverbindungen (PFAS),ng/L,2.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,PFDoDA (Perfluordodecansäure),Per- und polyfluorierte Alkylverbindungen (PFAS),ng/L,2.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,PFDS (Perfluordecansulfonsäure),Per- und polyfluorierte Alkylverbindungen (PFAS),ng/L,2.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,PFHpA (Perfluorheptansäure),Per- und polyfluorierte Alkylverbindungen (PFAS),ng/L,2.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,PFHxA (Perfluorhexansäure),Per- und polyfluorierte Alkylverbindungen (PFAS),ng/L,2.0,3.8,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,PFHxS (Perfluorhexansulfonsäure),Per- und polyfluorierte Alkylverbindungen (PFAS),ng/L,2.0,,,300.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,PFNA (Perfluornonansäure),Per- und polyfluorierte Alkylverbindungen (PFAS),ng/L,2.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,PFOA (Perfluoroctansäure),Per- und polyfluorierte Alkylverbindungen (PFAS),ng/L,2.0,2.6,,500.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,PFOS (Perfluoroctansulfonsäure),Per- und polyfluorierte Alkylverbindungen (PFAS),ng/L,2.0,,,300.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,PFOSA (Perfluoroctansulfonamid),Per- und polyfluorierte Alkylverbindungen (PFAS),ng/L,2.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,PFPeA (Perfluorpentansäure),Per- und polyfluorierte Alkylverbindungen (PFAS),ng/L,10.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,PFTeDA (Perfluortetradecansäure),Per- und polyfluorierte Alkylverbindungen (PFAS),ng/L,2.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,PFTrDA (Perfluortridecansäure),Per- und polyfluorierte Alkylverbindungen (PFAS),ng/L,2.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,PFUnDA (Perfluorundecansäure),Per- und polyfluorierte Alkylverbindungen (PFAS),ng/L,2.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,"2,6-Dichlorbenzamid",Pestizide und Metaboliten,ng/L,5.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Asulam,Pestizide und Metaboliten,ng/L,5.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Atrazin,Pestizide und Metaboliten,ng/L,5.0,,,100.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Atrazin-2-hydroxy,Pestizide und Metaboliten,ng/L,10.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Atrazin-desethyl-desisopropyl,Pestizide und Metaboliten,ng/L,5.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Chloridazon,Pestizide und Metaboliten,ng/L,5.0,,,100.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Chloridazon-desphenyl,Pestizide und Metaboliten,ng/L,10.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Chloridazon-methyl-desphenyl,Pestizide und Metaboliten,ng/L,10.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Chlorthalonil R417888,Pestizide und Metaboliten,ng/L,20.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Chlorthalonil R419492,Pestizide und Metaboliten,ng/L,50.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Chlorthalonil R471811,Pestizide und Metaboliten,ng/L,20.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Chlorthalonil SYN507900,Pestizide und Metaboliten,ng/L,10.0,,,100.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Chlorthalonil SYN548580,Pestizide und Metaboliten,ng/L,20.0,,,100.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Chlorthalonil SYN548581,Pestizide und Metaboliten,ng/L,20.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Chlortoluron,Pestizide und Metaboliten,ng/L,10.0,,,100.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,DEET,Pestizide und Metaboliten,ng/L,20.0,,,100.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Desethyl-atrazin,Pestizide und Metaboliten,ng/L,5.0,,,100.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Desisopropyl-atrazin,Pestizide und Metaboliten,ng/L,5.0,,,100.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Diazinon,Pestizide und Metaboliten,ng/L,20.0,,,100.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Dimethachlor,Pestizide und Metaboliten,ng/L,10.0,,,100.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Dimethachlor CGA 369873,Pestizide und Metaboliten,ng/L,20.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Dimethenamid,Pestizide und Metaboliten,ng/L,20.0,,,100.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Dimethoat,Pestizide und Metaboliten,ng/L,5.0,,,100.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Dimethylsulfamid,Pestizide und Metaboliten,ng/L,10.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Diuron,Pestizide und Metaboliten,ng/L,20.0,,,100.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Diuron-desmethyl,Pestizide und Metaboliten,ng/L,10.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Ethofumesat,Pestizide und Metaboliten,ng/L,10.0,,,100.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Irgarol,Pestizide und Metaboliten,ng/L,10.0,,,100.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Isoproturon,Pestizide und Metaboliten,ng/L,5.0,,,100.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Isoproturon-desmethyl,Pestizide und Metaboliten,ng/L,10.0,,,100.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Linuron,Pestizide und Metaboliten,ng/L,5.0,,,100.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Mecoprop,Pestizide und Metaboliten,ng/L,20.0,,,100.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Metalaxyl,Pestizide und Metaboliten,ng/L,10.0,,,100.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Metamitron,Pestizide und Metaboliten,ng/L,10.0,,,100.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Metamitron-desamino,Pestizide und Metaboliten,ng/L,5.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Metazachlor,Pestizide und Metaboliten,ng/L,20.0,,,100.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Metobromuron,Pestizide und Metaboliten,ng/L,5.0,,,100.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Metolachlor,Pestizide und Metaboliten,ng/L,10.0,,,100.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Metolachlor CGA 368208,Pestizide und Metaboliten,ng/L,20.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Metribuzin,Pestizide und Metaboliten,ng/L,5.0,,,100.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Monolinuron,Pestizide und Metaboliten,ng/L,10.0,,,100.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Nicosulfuron ASDM,Pestizide und Metaboliten,ng/L,10.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Nicosulfuron AUSN,Pestizide und Metaboliten,ng/L,5.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Nicosulfuron UCSN,Pestizide und Metaboliten,ng/L,20.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Oxadixyl,Pestizide und Metaboliten,ng/L,20.0,,,100.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Pirimicarb,Pestizide und Metaboliten,ng/L,10.0,,,100.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Prometryn,Pestizide und Metaboliten,ng/L,10.0,,,100.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Propazin,Pestizide und Metaboliten,ng/L,10.0,,,100.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Propiconazol,Pestizide und Metaboliten,ng/L,50.0,,,100.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Simazin,Pestizide und Metaboliten,ng/L,20.0,,,100.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Sulcotrion,Pestizide und Metaboliten,ng/L,10.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Terbuthylazin,Pestizide und Metaboliten,ng/L,10.0,,,100.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Terbuthylazin CGA 324007,Pestizide und Metaboliten,ng/L,20.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Terbuthylazin LM2,Pestizide und Metaboliten,ng/L,10.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Terbuthylazin LM4,Pestizide und Metaboliten,ng/L,5.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Terbuthylazin SYN545666,Pestizide und Metaboliten,ng/L,20.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Terbuthylazin-desethyl,Pestizide und Metaboliten,ng/L,10.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Terbuthylazin-desethyl-2-hydroxy,Pestizide und Metaboliten,ng/L,20.0,,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Terbutryn,Pestizide und Metaboliten,ng/L,50.0,,,100.0,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,aggressive Kohlensäure,"pH, Leitfähigkeit, Härten und Kalk-Kohlensäure Gleichgewicht",mg/L,,-2.5,,,"Grundwasserwerk Hardhof, Reinwasser",,
2023-02-13,"Grundwasserwerk Hardhof, Reinwasser",W0305,Calciumhärte,"pH, Leitfähigkeit, Härten und Kalk-Kohlensäure Gleichgewicht",mmol/L,0.49,1.29,,,"Grundwasserwerk Hardhof, Reinwasser",,
