Datum,Typ,Zone,Standort,Kurzbezeichnung,Parameter,Parametergruppe,Einheit,Bestimmungsgrenze_Nachweisgrenze,Messwert,Höchstwert
2023-01-17,Reservoire,Bergzone Witikon,"Reservoir Witikon, Auslauf Kammer 1",R5621/15,Temperatur,Allgemeine Parameter,°C,,8,
2023-01-17,Reservoire,Bergzone Witikon,"Reservoir Witikon, Auslauf Kammer 1",R5621/15,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,2,300
2023-01-17,Reservoire,Bergzone Witikon,"Reservoir Witikon, Auslauf Kammer 1",R5621/15,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-01-17,Reservoire,Bergzone Witikon,"Reservoir Witikon, Auslauf Kammer 2",R5622/15,Temperatur,Allgemeine Parameter,°C,,8.1,
2023-01-17,Reservoire,Bergzone Witikon,"Reservoir Witikon, Auslauf Kammer 2",R5622/15,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,2,300
2023-01-17,Reservoire,Bergzone Witikon,"Reservoir Witikon, Auslauf Kammer 2",R5622/15,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-01-24,Reservoire,Bergzone Ris,"Reservoir Ris, Auslauf Kammer 1",R2221/15,Temperatur,Allgemeine Parameter,°C,,8.1,
2023-01-24,Reservoire,Bergzone Ris,"Reservoir Ris, Auslauf Kammer 1",R2221/15,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,12,300
2023-01-24,Reservoire,Bergzone Ris,"Reservoir Ris, Auslauf Kammer 1",R2221/15,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-01-24,Reservoire,Bergzone Ris,"Reservoir Ris, Auslauf Kammer 2",R2222/15,Temperatur,Allgemeine Parameter,°C,,8.1,
2023-01-24,Reservoire,Bergzone Ris,"Reservoir Ris, Auslauf Kammer 2",R2222/15,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,4,300
2023-01-24,Reservoire,Bergzone Ris,"Reservoir Ris, Auslauf Kammer 2",R2222/15,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-01-24,Reservoire,Hangzone,"Reservoir Leimbach, Auslauf Kammer 1",R2321/15,Temperatur,Allgemeine Parameter,°C,,7.9,
2023-01-24,Reservoire,Hangzone,"Reservoir Leimbach, Auslauf Kammer 1",R2321/15,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,19,300
2023-01-24,Reservoire,Hangzone,"Reservoir Leimbach, Auslauf Kammer 1",R2321/15,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-01-24,Reservoire,Hangzone,"Reservoir Leimbach, Auslauf Kammer 2",R2322/15,Temperatur,Allgemeine Parameter,°C,,7.9,
2023-01-24,Reservoire,Hangzone,"Reservoir Leimbach, Auslauf Kammer 2",R2322/15,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,22,300
2023-01-24,Reservoire,Hangzone,"Reservoir Leimbach, Auslauf Kammer 2",R2322/15,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-01-24,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 2",R2522/15,Temperatur,Allgemeine Parameter,°C,,7.2,
2023-01-24,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 2",R2522/15,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,3,300
2023-01-24,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 2",R2522/15,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-01-24,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 3",R2523/15,Temperatur,Allgemeine Parameter,°C,,7.2,
2023-01-24,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 3",R2523/15,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,18,300
2023-01-24,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 3",R2523/15,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-01-24,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 4",R2524/15,Temperatur,Allgemeine Parameter,°C,,7.2,
2023-01-24,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 4",R2524/15,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,15,300
2023-01-24,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 4",R2524/15,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-01-24,Reservoire,Bergzone Friesenberg,"Reservoir Friesenberg, Auslauf Kammer 1",R2621/15,Temperatur,Allgemeine Parameter,°C,,7.7,
2023-01-24,Reservoire,Bergzone Friesenberg,"Reservoir Friesenberg, Auslauf Kammer 1",R2621/15,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,15,300
2023-01-24,Reservoire,Bergzone Friesenberg,"Reservoir Friesenberg, Auslauf Kammer 1",R2621/15,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-01-24,Reservoire,Bergzone Friesenberg,"Reservoir Friesenberg, Auslauf Kammer 2",R2622/15,Temperatur,Allgemeine Parameter,°C,,7.6,
2023-01-24,Reservoire,Bergzone Friesenberg,"Reservoir Friesenberg, Auslauf Kammer 2",R2622/15,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,8,300
2023-01-24,Reservoire,Bergzone Friesenberg,"Reservoir Friesenberg, Auslauf Kammer 2",R2622/15,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-01-24,Reservoire,Gipfelzone Uetliberg,"Reservoir Uetliberg, Auslauf Kammer 1",R2721/15,Temperatur,Allgemeine Parameter,°C,,8,
2023-01-24,Reservoire,Gipfelzone Uetliberg,"Reservoir Uetliberg, Auslauf Kammer 1",R2721/15,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,31,300
2023-01-24,Reservoire,Gipfelzone Uetliberg,"Reservoir Uetliberg, Auslauf Kammer 1",R2721/15,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-01-24,Reservoire,Gipfelzone Uetliberg,"Reservoir Uetliberg, Auslauf Kammer 2",R2722/15,Temperatur,Allgemeine Parameter,°C,,8,
2023-01-24,Reservoire,Gipfelzone Uetliberg,"Reservoir Uetliberg, Auslauf Kammer 2",R2722/15,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,16,300
2023-01-24,Reservoire,Gipfelzone Uetliberg,"Reservoir Uetliberg, Auslauf Kammer 2",R2722/15,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-01-24,Reservoire,Hangzone,"Reservoir Albisrieden, Auslauf Kammer 1",R2921/15,Temperatur,Allgemeine Parameter,°C,,7.8,
2023-01-24,Reservoire,Hangzone,"Reservoir Albisrieden, Auslauf Kammer 1",R2921/15,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,19,300
2023-01-24,Reservoire,Hangzone,"Reservoir Albisrieden, Auslauf Kammer 1",R2921/15,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-01-24,Reservoire,Hangzone,"Reservoir Albisrieden, Auslauf Kammer 2",R2922/15,Temperatur,Allgemeine Parameter,°C,,7.9,
2023-01-24,Reservoire,Hangzone,"Reservoir Albisrieden, Auslauf Kammer 2",R2922/15,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,11,300
2023-01-24,Reservoire,Hangzone,"Reservoir Albisrieden, Auslauf Kammer 2",R2922/15,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-01-24,Reservoire,Bergzone Albisriederberg,"Reservoir Waldegg/GALM, Auslauf Kammer 1",R3021/15,Temperatur,Allgemeine Parameter,°C,,7.4,
2023-01-24,Reservoire,Bergzone Albisriederberg,"Reservoir Waldegg/GALM, Auslauf Kammer 1",R3021/15,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,15,300
2023-01-24,Reservoire,Bergzone Albisriederberg,"Reservoir Waldegg/GALM, Auslauf Kammer 1",R3021/15,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-01-24,Reservoire,Bergzone Albisriederberg,"Reservoir Waldegg/GALM, Auslauf Kammer 2",R3022/15,Temperatur,Allgemeine Parameter,°C,,7.4,
2023-01-24,Reservoire,Bergzone Albisriederberg,"Reservoir Waldegg/GALM, Auslauf Kammer 2",R3022/15,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,7,300
2023-01-24,Reservoire,Bergzone Albisriederberg,"Reservoir Waldegg/GALM, Auslauf Kammer 2",R3022/15,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-01-24,Reservoire,Limmatzone,"Reservoir Lyren, Auslauf Kammer 1",R3221/15,Temperatur,Allgemeine Parameter,°C,,7.6,
2023-01-24,Reservoire,Limmatzone,"Reservoir Lyren, Auslauf Kammer 1",R3221/15,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,7,300
2023-01-24,Reservoire,Limmatzone,"Reservoir Lyren, Auslauf Kammer 1",R3221/15,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-01-24,Reservoire,Limmatzone,"Reservoir Lyren, Auslauf Kammer 2",R3222/15,Temperatur,Allgemeine Parameter,°C,,7.3,
2023-01-24,Reservoire,Limmatzone,"Reservoir Lyren, Auslauf Kammer 2",R3222/15,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,8,300
2023-01-24,Reservoire,Limmatzone,"Reservoir Lyren, Auslauf Kammer 2",R3222/15,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-01-31,Reservoire,Limmatzone,"Reservoir Höngg, Auslauf Kammer 1",R3721/15,Temperatur,Allgemeine Parameter,°C,,11.8,
2023-01-31,Reservoire,Limmatzone,"Reservoir Höngg, Auslauf Kammer 1",R3721/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,1.6,
2023-01-31,Reservoire,Limmatzone,"Reservoir Höngg, Auslauf Kammer 1",R3721/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,57061,
2023-01-31,Reservoire,Limmatzone,"Reservoir Höngg, Auslauf Kammer 2",R3722/15,Temperatur,Allgemeine Parameter,°C,,11.8,
2023-01-31,Reservoire,Limmatzone,"Reservoir Höngg, Auslauf Kammer 2",R3722/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,1.7,
2023-01-31,Reservoire,Limmatzone,"Reservoir Höngg, Auslauf Kammer 2",R3722/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,56672,
2023-01-31,Reservoire,Bergzone Waidberg,"Reservoir Waidberg, Auslauf Kammer 1",R3821/15,Temperatur,Allgemeine Parameter,°C,,10.4,
2023-01-31,Reservoire,Bergzone Waidberg,"Reservoir Waidberg, Auslauf Kammer 1",R3821/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,2.1,
2023-01-31,Reservoire,Bergzone Waidberg,"Reservoir Waidberg, Auslauf Kammer 1",R3821/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,56672,
2023-01-31,Reservoire,Bergzone Waidberg,"Reservoir Waidberg, Auslauf Kammer 2",R3822/15,Temperatur,Allgemeine Parameter,°C,,10.2,
2023-01-31,Reservoire,Bergzone Waidberg,"Reservoir Waidberg, Auslauf Kammer 2",R3822/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,1.9,
2023-01-31,Reservoire,Bergzone Waidberg,"Reservoir Waidberg, Auslauf Kammer 2",R3822/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,59094,
2023-01-31,Reservoire,Glattzone,"Reservoir Käferberg, Auslauf Kammer 1",R4124/15,Temperatur,Allgemeine Parameter,°C,,10.3,
2023-01-31,Reservoire,Glattzone,"Reservoir Käferberg, Auslauf Kammer 1",R4124/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,1.8,
2023-01-31,Reservoire,Glattzone,"Reservoir Käferberg, Auslauf Kammer 1",R4124/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,54889,
2023-01-31,Reservoire,Glattzone,"Reservoir Käferberg, Auslauf Kammer 2",R4125/15,Temperatur,Allgemeine Parameter,°C,,10.2,
2023-01-31,Reservoire,Glattzone,"Reservoir Käferberg, Auslauf Kammer 2",R4125/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,1.5,
2023-01-31,Reservoire,Glattzone,"Reservoir Käferberg, Auslauf Kammer 2",R4125/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,54822,
2023-01-31,Reservoire,Glattzone,"Reservoir Glaubten, Auslauf Kammer 1",R4221/15,Temperatur,Allgemeine Parameter,°C,,10.5,
2023-01-31,Reservoire,Glattzone,"Reservoir Glaubten, Auslauf Kammer 1",R4221/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,1.3,
2023-01-31,Reservoire,Glattzone,"Reservoir Glaubten, Auslauf Kammer 1",R4221/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,47217,
2023-01-31,Reservoire,Glattzone,"Reservoir Glaubten, Auslauf Kammer 2",R4222/15,Temperatur,Allgemeine Parameter,°C,,10.3,
2023-01-31,Reservoire,Glattzone,"Reservoir Glaubten, Auslauf Kammer 2",R4222/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,1.3,
2023-01-31,Reservoire,Glattzone,"Reservoir Glaubten, Auslauf Kammer 2",R4222/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,47300,
2023-01-31,Reservoire,Hangzone,"Reservoir Strickhof, Auslauf Kammer 1",R4621/15,Temperatur,Allgemeine Parameter,°C,,10.4,
2023-01-31,Reservoire,Hangzone,"Reservoir Strickhof, Auslauf Kammer 1",R4621/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,1.1,
2023-01-31,Reservoire,Hangzone,"Reservoir Strickhof, Auslauf Kammer 1",R4621/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,45983,
2023-01-31,Reservoire,Hangzone,"Reservoir Strickhof, Einlauf Stollen in Kammer 2",R4622/02,Temperatur,Allgemeine Parameter,°C,,10.3,
2023-01-31,Reservoire,Hangzone,"Reservoir Strickhof, Einlauf Stollen in Kammer 2",R4622/02,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,1.5,
2023-01-31,Reservoire,Hangzone,"Reservoir Strickhof, Einlauf Stollen in Kammer 2",R4622/02,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,50078,
2023-01-31,Reservoire,Hangzone,"Reservoir Strickhof, Auslauf Kammer 2",R4622/15,Temperatur,Allgemeine Parameter,°C,,10.4,
2023-01-31,Reservoire,Hangzone,"Reservoir Strickhof, Auslauf Kammer 2",R4622/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,1.4,
2023-01-31,Reservoire,Hangzone,"Reservoir Strickhof, Auslauf Kammer 2",R4622/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,46772,
2023-01-31,Reservoire,Bergzone Orelli,"Reservoir Orelli, Auslauf Kammer 1",R5231/15,Temperatur,Allgemeine Parameter,°C,,6.7,
2023-01-31,Reservoire,Bergzone Orelli,"Reservoir Orelli, Auslauf Kammer 1",R5231/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,5.5,
2023-01-31,Reservoire,Bergzone Orelli,"Reservoir Orelli, Auslauf Kammer 1",R5231/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,106672,
2023-01-31,Reservoire,Bergzone Orelli,"Reservoir Orelli, Auslauf Kammer 2",R5232/15,Temperatur,Allgemeine Parameter,°C,,6.9,
2023-01-31,Reservoire,Bergzone Orelli,"Reservoir Orelli, Auslauf Kammer 2",R5232/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,5,
2023-01-31,Reservoire,Bergzone Orelli,"Reservoir Orelli, Auslauf Kammer 2",R5232/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,107478,
2023-01-31,Reservoire,Gipfelzone Looren,"Reservoir Looren, Auslauf Kammer 1",R5321/15,Temperatur,Allgemeine Parameter,°C,,6.6,
2023-01-31,Reservoire,Gipfelzone Looren,"Reservoir Looren, Auslauf Kammer 1",R5321/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,4.5,
2023-01-31,Reservoire,Gipfelzone Looren,"Reservoir Looren, Auslauf Kammer 1",R5321/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,87244,
2023-01-31,Reservoire,Gipfelzone Looren,"Reservoir Looren, Auslauf Kammer 2",R5322/15,Temperatur,Allgemeine Parameter,°C,,6.6,
2023-01-31,Reservoire,Gipfelzone Looren,"Reservoir Looren, Auslauf Kammer 2",R5322/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,4.5,
2023-01-31,Reservoire,Gipfelzone Looren,"Reservoir Looren, Auslauf Kammer 2",R5322/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,90333,
2023-01-31,Reservoire,Hangzone,"Reservoir Sonnenberg, Auslauf Kammer 1",R5421/15,Temperatur,Allgemeine Parameter,°C,,6.7,
2023-01-31,Reservoire,Hangzone,"Reservoir Sonnenberg, Auslauf Kammer 1",R5421/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,3.3,
2023-01-31,Reservoire,Hangzone,"Reservoir Sonnenberg, Auslauf Kammer 1",R5421/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,81917,
2023-01-31,Reservoire,Hangzone,"Reservoir Sonnenberg, Auslauf Kammer 2",R5422/15,Temperatur,Allgemeine Parameter,°C,,6.7,
2023-01-31,Reservoire,Hangzone,"Reservoir Sonnenberg, Auslauf Kammer 2",R5422/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,4,
2023-01-31,Reservoire,Hangzone,"Reservoir Sonnenberg, Auslauf Kammer 2",R5422/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,79789,
2023-01-31,Reservoire,Bergzone Witikon,"Reservoir Witikon, Auslauf Kammer 1",R5621/15,Temperatur,Allgemeine Parameter,°C,,6.8,
2023-01-31,Reservoire,Bergzone Witikon,"Reservoir Witikon, Auslauf Kammer 1",R5621/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,4.7,
2023-01-31,Reservoire,Bergzone Witikon,"Reservoir Witikon, Auslauf Kammer 1",R5621/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,92956,
2023-01-31,Reservoire,Bergzone Witikon,"Reservoir Witikon, Auslauf Kammer 2",R5622/15,Temperatur,Allgemeine Parameter,°C,,6.9,
2023-01-31,Reservoire,Bergzone Witikon,"Reservoir Witikon, Auslauf Kammer 2",R5622/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,5.8,
2023-01-31,Reservoire,Bergzone Witikon,"Reservoir Witikon, Auslauf Kammer 2",R5622/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,110994,
2023-02-07,Reservoire,Bergzone Ris,"Reservoir Ris, Auslauf Kammer 1",R2221/15,Temperatur,Allgemeine Parameter,°C,,7.4,
2023-02-07,Reservoire,Bergzone Ris,"Reservoir Ris, Auslauf Kammer 1",R2221/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,5.9,
2023-02-07,Reservoire,Bergzone Ris,"Reservoir Ris, Auslauf Kammer 1",R2221/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,94233,
2023-02-07,Reservoire,Bergzone Ris,"Reservoir Ris, Auslauf Kammer 2",R2222/15,Temperatur,Allgemeine Parameter,°C,,7.2,
2023-02-07,Reservoire,Bergzone Ris,"Reservoir Ris, Auslauf Kammer 2",R2222/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,5.5,
2023-02-07,Reservoire,Bergzone Ris,"Reservoir Ris, Auslauf Kammer 2",R2222/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,94861,
2023-02-07,Reservoire,Hangzone,"Reservoir Leimbach, Auslauf Kammer 1",R2321/15,Temperatur,Allgemeine Parameter,°C,,7,
2023-02-07,Reservoire,Hangzone,"Reservoir Leimbach, Auslauf Kammer 1",R2321/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,3.6,
2023-02-07,Reservoire,Hangzone,"Reservoir Leimbach, Auslauf Kammer 1",R2321/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,70322,
2023-02-07,Reservoire,Hangzone,"Reservoir Leimbach, Auslauf Kammer 2",R2322/15,Temperatur,Allgemeine Parameter,°C,,7.1,
2023-02-07,Reservoire,Hangzone,"Reservoir Leimbach, Auslauf Kammer 2",R2322/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,3.7,
2023-02-07,Reservoire,Hangzone,"Reservoir Leimbach, Auslauf Kammer 2",R2322/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,73628,
2023-02-07,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 2",R2522/15,Temperatur,Allgemeine Parameter,°C,,6.6,
2023-02-07,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 2",R2522/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,2.2,
2023-02-07,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 2",R2522/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,58117,
2023-02-07,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 3",R2523/15,Temperatur,Allgemeine Parameter,°C,,6.7,
2023-02-07,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 3",R2523/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,1.9,
2023-02-07,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 3",R2523/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,59928,
2023-02-07,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 4",R2524/15,Temperatur,Allgemeine Parameter,°C,,7.6,
2023-02-07,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 4",R2524/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,2.2,
2023-02-07,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 4",R2524/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,57472,
2023-02-07,Reservoire,Bergzone Friesenberg,"Reservoir Friesenberg, Auslauf Kammer 1",R2621/15,Temperatur,Allgemeine Parameter,°C,,6.9,
2023-02-07,Reservoire,Bergzone Friesenberg,"Reservoir Friesenberg, Auslauf Kammer 1",R2621/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,4.3,
2023-02-07,Reservoire,Bergzone Friesenberg,"Reservoir Friesenberg, Auslauf Kammer 1",R2621/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,80217,
2023-02-07,Reservoire,Bergzone Friesenberg,"Reservoir Friesenberg, Auslauf Kammer 2",R2622/15,Temperatur,Allgemeine Parameter,°C,,6.9,
2023-02-07,Reservoire,Bergzone Friesenberg,"Reservoir Friesenberg, Auslauf Kammer 2",R2622/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,4.5,
2023-02-07,Reservoire,Bergzone Friesenberg,"Reservoir Friesenberg, Auslauf Kammer 2",R2622/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,78978,
2023-02-07,Reservoire,Gipfelzone Uetliberg,"Reservoir Uetliberg, Auslauf Kammer 1",R2721/15,Temperatur,Allgemeine Parameter,°C,,7.2,
2023-02-07,Reservoire,Gipfelzone Uetliberg,"Reservoir Uetliberg, Auslauf Kammer 1",R2721/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,3.3,
2023-02-07,Reservoire,Gipfelzone Uetliberg,"Reservoir Uetliberg, Auslauf Kammer 1",R2721/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,80256,
2023-02-07,Reservoire,Gipfelzone Uetliberg,"Reservoir Uetliberg, Auslauf Kammer 2",R2722/15,Temperatur,Allgemeine Parameter,°C,,7.2,
2023-02-07,Reservoire,Gipfelzone Uetliberg,"Reservoir Uetliberg, Auslauf Kammer 2",R2722/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,3.5,
2023-02-07,Reservoire,Gipfelzone Uetliberg,"Reservoir Uetliberg, Auslauf Kammer 2",R2722/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,78994,
2023-02-07,Reservoire,Hangzone,"Reservoir Albisrieden, Auslauf Kammer 1",R2921/15,Temperatur,Allgemeine Parameter,°C,,7,
2023-02-07,Reservoire,Hangzone,"Reservoir Albisrieden, Auslauf Kammer 1",R2921/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,4.8,
2023-02-07,Reservoire,Hangzone,"Reservoir Albisrieden, Auslauf Kammer 1",R2921/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,85961,
2023-02-07,Reservoire,Hangzone,"Reservoir Albisrieden, Auslauf Kammer 2",R2922/15,Temperatur,Allgemeine Parameter,°C,,7.1,
